ID,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
863,Get Over It,2000s,87,10000000,5.7,3561,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
864,Get Shorty,1990s,105,30250000,7,14825,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0
865,Get on the Bus,1990s,120,2400000,6.6,1142,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
866,"Getaway, The",1970s,122,3352254,7.3,2843,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
867,Gettysburg,1990s,259,25000000,7.5,5191,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
868,Ghost,1990s,128,22000000,6.8,19005,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,1,0
869,Ghost Busters,1980s,107,30000000,7.5,29762,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
870,Ghost Ship,2000s,91,35000000,5.3,8399,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
871,Ghost World,2000s,111,7000000,7.8,17976,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0,0
872,"Ghost and the Darkness, The",1990s,109,55000000,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,1,0,0,1,0,0,0
873,Ghosts of Mars,2000s,98,28000000,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
874,Ghosts of Mississippi,1990s,130,36000000,6.4,2268,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
875,Ghosts of the Abyss,2000s,43,13000000,6.6,664,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG,0,0,0,0,1,0,0
876,Giant,1950s,201,5400000,7.5,4210,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
877,"Giant Spider Invasion, The",1970s,84,300000,2.3,931,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
878,"Gift, The",2000s,111,10000000,6.8,12440,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
879,Gigi,1950s,119,3319355,7,1956,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,1,0
880,Gigli,2000s,121,54000000,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0
881,Ginger Snaps,2000s,110,5000000,6.8,3968,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
882,Ginger Snaps: Unleashed,2000s,94,3500000,6.6,1118,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,0,0,0,0
883,"Gingerbread Man, The",1990s,114,25000000,5.7,2806,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
884,Girl 6,1990s,108,12000000,5,1453,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0
885,"Girl, Interrupted",1990s,127,24000000,7,16362,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
886,Gladiator,2000s,155,103000000,8,92495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0,0
887,Glitter,2000s,104,22000000,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,1,0,1,0
888,Gloria,1990s,108,30000000,4.9,1144,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
889,Glory,1980s,122,18000000,8.1,21861,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,0,1,0,0,0
890,Go,1990s,103,6500000,7.4,20663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0
891,Go Fish,1990s,84,15000,5.8,621,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,0,0,1,0
892,"Godfather, The",1970s,175,6000000,9.1,122755,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,1,0,0,0
893,"Godfather: Part II, The",1970s,200,13000000,8.9,71363,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
894,"Godfather: Part III, The",1990s,169,54000000,7.3,22385,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
895,Gods and Generals,2000s,209,56000000,5.7,3002,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,PG-13,1,0,0,1,0,0,0
896,Gods and Monsters,1990s,105,3500000,7.6,9020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0
897,Godzilla,1990s,133,125000000,4.4,22695,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
898,Gojira,1950s,98,1000000,6.9,1106,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,1,0,0,1,0,0,0
899,Gojira ni-sen mireniamu,1990s,99,1000000,5.6,1150,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,1,0,0,0,0,0,0
900,"Gold Rush, The",1920s,82,923000,8.3,6429,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,0,0
901,"Golden Bowl, The",2000s,130,15000000,6,1145,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
902,GoldenEye,1990s,130,80000000,6.8,22991,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,1,0,0,0,0,0,0
903,Goldfinger,1960s,112,3000000,7.8,19754,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,1,0,0,0,0,0,0
904,Gone Fishin',1990s,94,53000000,3.8,1884,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
905,Gone in Sixty Seconds,2000s,117,90000000,5.7,25400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
906,Gone with the Wind,1930s,233,3900000,8.1,28836,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
907,Gong fu,2000s,99,20000000,7.9,5299,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,R,1,0,1,0,0,0,0
908,Good Boy!,2000s,88,18000000,4.7,683,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG,0,0,1,1,0,0,0
909,Good Burger,1990s,103,9000000,4,1714,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0
910,"Good Girl, The",2000s,93,5000000,6.9,8254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0
911,"Good Morning, Vietnam",1980s,119,13000000,7.1,13823,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,0,0
912,Good Will Hunting,1990s,126,10000000,7.8,60858,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0
913,Goodfellas,1990s,145,25000000,8.6,68219,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
914,"Goonies, The",1980s,114,19000000,7.2,18895,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
915,Gosford Park,2000s,137,15000000,7.3,16831,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
916,Gothika,2000s,98,40000000,5.8,10524,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
917,Grace of My Heart,1990s,116,5000000,6.5,982,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
918,"Graduate, The",1960s,105,3000000,8.2,27555,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,1,0
919,Grand Hotel,1930s,112,700000,7.5,1807,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
920,Grand Prix,1960s,179,9000000,6.4,971,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
921,Graveyard Shift,1990s,89,10500000,3.8,1074,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
922,Grease,1970s,110,6000000,6.8,22214,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,1,0
923,"Great Dictator, The",1940s,124,2000000,8.4,10465,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,0,0
924,"Great Escape, The",1960s,172,4000000,8.3,20075,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,0,1,0,0,0
925,"Great Gatsby, The",1970s,144,6500000,6.1,2419,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
926,"Great Race, The",1960s,160,12000000,6.9,2248,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,1,0,1,0,0,0,0
927,"Greatest Show on Earth, The",1950s,152,4000000,6.7,1361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,1,0
928,"Greatest Story Ever Told, The",1960s,225,20000000,6,1097,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
929,"Green Berets, The",1960s,141,7000000,4.9,1851,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
930,"Green Mile, The",1990s,188,60000000,8.1,60142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0
931,Gremlins,1980s,106,11000000,6.8,15044,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,1,0,0,0,0
932,Gremlins 2: The New Batch,1990s,106,50000000,5.9,7780,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
933,Grey Owl,1990s,118,30000000,5.7,629,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
934,"Grey Zone, The",2000s,108,5000000,7.3,1553,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
935,Groove,2000s,86,500000,6,1171,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
936,Grosse Pointe Blank,1990s,107,15000000,7.4,20400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0
937,"Grudge, The",2000s,92,10000000,5.9,11441,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,0,0,0,0,0
938,Grumpier Old Men,1990s,101,25000000,6.2,3711,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
939,"Guerre du feu, La",1980s,100,12500000,7.1,2059,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
940,Guess Who's Coming to Dinner,1960s,108,4000000,7.5,3892,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,1,0
941,Guinevere,1990s,104,2600000,6.3,804,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0
942,Gun Shy,2000s,101,10000000,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
943,Gunga Din,1930s,117,1910000,7.6,1988,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,0,0
944,"Guns of Navarone, The",1960s,156,6000000,7.6,5157,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,,1,0,0,1,0,0,0
945,"Guru, The",2000s,94,11000000,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
946,"Guy Thing, A",2000s,101,20000000,5.3,2885,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
947,Guys and Dolls,1950s,152,5500000,7.2,1988,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,,0,0,1,0,0,1,0
948,Gypsy,1960s,143,4000000,7.1,675,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
949,Hair,1970s,121,11000000,6.8,4248,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,1,0,0,0
950,Hairspray,1980s,92,2000000,6.6,2752,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
951,Half Past Dead,2000s,98,30000000,3.9,2099,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
952,Halloween,1970s,101,325000,7.7,19248,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
953,Halloween 4: The Return of Michael Myers,1980s,88,5000000,5,3177,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
954,Halloween 5,1980s,96,5000000,4.2,2597,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
955,Halloween H20: 20 Years Later,1990s,85,17000000,5.3,8153,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
956,Halloween II,1980s,90,2500000,5.7,5157,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
957,Halloween III: Season of the Witch,1980s,96,2500000,3.6,4020,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
958,Halloween: Resurrection,2000s,89,15000000,4.3,4323,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
959,Halloween: The Curse of Michael Myers,1990s,88,5000000,4.2,2662,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
960,Hamlet,1990s,242,18000000,7.7,10065,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
961,Hang 'Em High,1960s,114,1800000,6.7,3003,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
962,Hanging Up,2000s,94,40000000,4.4,3129,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
963,Hannah and Her Sisters,1980s,106,6400000,7.8,7597,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,1,0
964,Hannibal,2000s,133,87000000,6.2,28876,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
965,Happiness,1990s,134,3000000,7.7,11737,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,0,0
966,Happy Gilmore,1990s,92,10000000,6.8,17746,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,0,0,0,0
967,"Happy, Texas",1990s,98,1700000,6.4,3453,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
968,Hard Ball,2000s,109,21000000,6,3083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
969,"Hard Day's Night, A",1960s,87,560000,7.7,6314,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
970,Hard Rain,1990s,97,70000000,5.5,6161,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
971,Hard Target,1990s,73,15000000,5.4,4372,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
972,Hardware,1990s,93,1500000,5.2,1323,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0
973,Harold & Kumar Go to White Castle,2000s,90,9000000,7.1,8376,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,R,0,0,1,0,0,0,0
974,Harold and Maude,1970s,91,1200000,7.9,9173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,1,0
975,Harper,1960s,121,3500000,7,632,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
976,Harriet the Spy,1990s,100,13000000,5.8,845,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,1,1,0,0,0
977,Harry Potter and the Chamber of Secrets,2000s,152,100000000,7.3,38394,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,0,0,0,0
978,Harry Potter and the Prisoner of Azkaban,2000s,141,130000000,7.8,24973,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,0,0,0,0,0
979,Harry Potter and the Sorcerer's Stone,2000s,152,130000000,7.2,46741,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,0,0,0,0
980,Hart's War,2000s,125,70000000,6.2,6368,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
981,Harvard Man,2000s,99,5500000,4.9,1157,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0
982,"Haunted Mansion, The",2000s,87,90000000,5,3341,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
983,"Haunting, The",1960s,112,1400000,7.6,4641,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
984,"Haunting, The",1990s,112,80000000,4.6,14425,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,0,0,0,0
985,He Got Game,1990s,137,25000000,6.6,4198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0
986,Head,1960s,110,750000,6.1,1119,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
987,Head Over Heels,2000s,86,14000000,4.9,2632,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
988,Heartbreakers,2000s,110,40000000,6.2,8037,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
989,Hearts in Atlantis,2000s,101,31000000,6.7,6577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
990,Heat,1990s,188,60000000,7.9,44588,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0,0
991,Heaven & Earth,1990s,140,33000000,6.4,1987,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
992,"Heaven Knows, Mr. Allison",1950s,108,3000000,7.4,931,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
993,Heaven's Gate,1980s,219,44000000,6.2,1439,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
994,Heaven's Prisoners,1990s,132,25000000,5.4,1405,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
995,Heavenly Creatures,1990s,108,5000000,7.7,11453,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,1,0
996,Heavy Metal,1980s,90,9300000,6.2,4538,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,1,0,0,0,0,0
997,Heavy Metal 2000,2000s,88,15000000,5.1,1148,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,R,1,1,0,0,0,0,0
998,Hedwig and the Angry Inch,2000s,93,6000000,7.7,6072,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,1,1,0,1,0
999,"Heiress, The",1940s,115,2600000,7.9,1252,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,1,0
1000,Hell Is for Heroes,1960s,90,2500000,7.2,629,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1001,Hellboy,2000s,132,66000000,6.7,15565,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
1002,"Hello, Dolly!",1960s,146,25000000,6.3,1499,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
1003,Hellraiser,1980s,89,1000000,6.5,6815,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
1004,Hellraiser: Bloodline,1990s,86,4000000,4.2,2041,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
1005,Help!,1960s,90,1500000,7.1,2517,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
1006,Henry V,1980s,137,9000000,7.9,8241,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,1,0,0,1,0,0,0
1007,Henry: Portrait of a Serial Killer,1980s,78,111000,7.1,3067,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
1008,Hercules,1990s,92,70000000,6.6,5279,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,0
1009,Here on Earth,2000s,93,15000000,4.8,2187,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,1,0
1010,Hero,1990s,117,42000000,6.2,4705,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
1011,Hidalgo,2000s,136,78000000,6.6,7328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,0,1,0,0,0
1012,Hide and Seek,2000s,101,30000000,5.2,3784,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
1013,Hideaway,1990s,106,15000000,5,1303,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
1014,Hideous Kinky,1990s,98,12000000,6.1,1615,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
1015,High Anxiety,1970s,94,3400000,6.4,2557,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
1016,High Crimes,2000s,115,42000000,6.1,6043,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
1017,High Fidelity,2000s,113,20000000,7.6,29704,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,1,1,0,1,0
1018,High Noon,1950s,85,750000,8.3,12465,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
1019,High Sierra,1940s,100,455000,7.5,1640,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
1020,Highlander,1980s,116,16000000,7.1,18146,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,0,0,0,0
1021,Highlander II: The Quickening,1990s,92,30000000,3.4,9264,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
1022,Highlander III: The Sorcerer,1990s,102,26000000,3.7,3388,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
1023,Highlander: Endgame,2000s,101,15000000,4.4,3773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
1024,"Hills Have Eyes, The",1970s,86,230000,6,1560,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
1025,History of the World: Part I,1980s,97,11000000,6.4,5640,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
1026,Hitch,2000s,118,70000000,6.8,7554,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
1027,"Hitcher, The",1980s,97,6000000,6.8,4420,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
1028,"Hitchhiker's Guide to the Galaxy, The",2000s,110,50000000,6.9,7644,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,PG,0,0,1,0,0,0,0
